NPS Mortality CY 2007 to CY 2023 ,,,,,,
Released April 2023,,,,,,
Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
2/3/2009,Great Smoky Mountains National Park,Other,Unintentional,Fatal injury,Male,55-64
2/5/2009,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
2/8/2009,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
2/9/2009,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
2/10/2009,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
2/17/2009,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
2/18/2009,Golden Gate National Recreation Area,Fall,Unintentional,Fatal injury,Male,45-54
3/7/2009,Hot Springs National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
3/9/2009,Chattahoochee River National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
3/15/2009,Joshua Tree National Park,Fall,Unintentional,Fatal injury,Male,65+
3/16/2009,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
3/26/2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
4/3/2009,Great Falls,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
4/5/2009,Biscayne National Park,Drowning,Unintentional,Fatal injury,Female,0-14
4/5/2009,Biscayne National Park,Drowning,Unintentional,Fatal injury,Male,45-54
4/8/2009,Saint Croix National Scenic Riverway,Drowning,Unintentional,Fatal injury,Male,45-54
4/10/2009,Great Smoky Mountains National Park,Fall,Unintentional,Fatal injury,Male,65+
4/12/2009,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
4/22/2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
4/24/2009,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
4/25/2009,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Not Reported
4/25/2009,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Not Reported
4/25/2009,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
4/25/2009,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Not Reported
4/26/2009,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Fatal injury,Male,0-14
4/26/2009,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Fatal injury,Male,35-44
4/27/2009,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
4/29/2009,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/30/2009,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,15-24
4/30/2009,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,15-24
4/30/2009,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,15-24
5/2/2009,New River Gorge National River,Drowning,Unintentional,Fatal injury,Female,Not Reported
5/18/2009,Yosemite National Park,Drowning,Unintentional,Fatal injury,Female,25-34
5/29/2009,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
6/2/2009,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,65+
6/3/2009,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Female,Not Reported
6/9/2009,Chickasaw National Recreation Area,Poisoning,Unintentional,Fatal injury,Not Reported,0-14
6/10/2009,Big Bend National Park,Hyperthermia,Unintentional,Fatal injury,Not Reported,Not Reported
6/11/2009,Denali National Park & Preserve,Fall,Unintentional,Fatal injury,Male,35-44
6/11/2009,Denali National Park & Preserve,Fall,Unintentional,Fatal injury,Male,35-44
6/13/2009,Richmond National Battlefield Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
6/13/2009,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,35-44
6/15/2009,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,15-24
6/17/2009,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/21/2009,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
6/21/2009,Great Falls,Drowning,Unintentional,Fatal injury,Male,15-24
6/25/2009,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,Not Reported
6/26/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
6/29/2009,Chickasaw National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/3/2009,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/4/2009,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
7/11/2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/14/2009,Great Falls,Drowning,Unintentional,Fatal injury,Male,25-34
7/19/2009,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Female,0-14
7/19/2009,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
7/19/2009,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
7/21/2009,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,15-24
7/24/2009,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
7/26/2009,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,25-34
7/26/2009,Death Valley National Park,Hyperthermia,Unintentional,Fatal injury,Female,45-54
7/29/2009,Lassen Volcanic National Park,Rockfall,Unintentional,Fatal injury,Male,0-14
7/29/2009,Big Thicket National Preserve,Drowning,Unintentional,Fatal injury,Female,45-54
7/29/2009,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Female,45-54
8/1/2009,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/1/2009,Bluestone National Scenic River,Drowning,Unintentional,Fatal injury,Male,Not Reported
8/3/2009,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
8/3/2009,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/3/2009,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,35-44
8/5/2009,Death Valley National Park,Hyperthermia,Unintentional,Fatal injury,Male,0-14
8/9/2009,North Cascades National Park,Falling ice,Unintentional,Fatal injury,Male,45-54
8/9/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
8/9/2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/9/2009,Zion National Park,Fall,Unintentional,Fatal injury,Female,55-64
8/13/2009,Grand Canyon National Park,Hyperthermia,Unintentional,Fatal injury,Not Reported,15-24
8/14/2009,Yosemite National Park,Fall,Unintentional,Fatal injury,Female,45-54
8/15/2009,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Fatal injury,Male,15-24
8/15/2009,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,25-34
8/17/2009,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,55-64
8/17/2009,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
8/19/2009,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
8/19/2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/19/2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/20/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
8/22/2009,Colonial National Historical Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
8/22/2009,Glacier National Park,Fall,Unintentional,Fatal injury,Male,65+
8/23/2009,Acadia National Park,Drowning,Unintentional,Fatal injury,Female,0-14
8/23/2009,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,35-44
8/25/2009,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
8/29/2009,Lake Mead National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,15-24
9/1/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
9/1/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
9/4/2009,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Female,55-64
9/5/2009,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,0-14
9/5/2009,Biscayne National Park,Lightning Strike ,Unintentional,Fatal injury,Male,35-44
9/6/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
9/6/2009,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,25-34
9/9/2009,Grand Canyon National Park,Hyperthermia,Unintentional,Fatal injury,Male,35-44
9/9/2009,Glacier National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/10/2009,Yellowstone National Park,Drowning,Unintentional,Fatal injury,Female,25-34
9/11/2009,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
9/13/2009,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/13/2009,Biscayne National Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
9/18/2009,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
9/19/2009,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/22/2009,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,15-24
9/22/2009,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,35-44
9/26/2009,Glen Canyon National Recreation Area,Fall,Unintentional,Fatal injury,Male,45-54
10/2/2009,Gauley River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
10/7/2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
10/9/2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
10/10/2009,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
10/14/2009,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
10/16/2009,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
10/16/2009,Channel Islands National Park,Hyperthermia,Unintentional,Fatal injury,Male,45-54
10/27/2009,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
10/27/2009,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,Not Reported
11/15/2009,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
11/23/2009,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Female,35-44
11/27/2009,Zion National Park,Fall,Unintentional,Fatal injury,Female,45-54
11/28/2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
11/28/2009,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,Not Reported
12/3/2009,Great Sand Dunes National Park & Preserve,Hypothermia,Unintentional,Fatal injury,Female,25-34
12/6/2009,Yosemite National Park,Poisoning,Unintentional,Fatal injury,Male,Not Reported
12/21/2009,Great Smoky Mountains National Park,Fall,Unintentional,Fatal injury,Female,Not Reported
1/13/2010,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
1/26/2010,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
3/13/2010,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
3/13/2010,New River Gorge National River,Undetermined,Undetermined,Fatal injury,Male,Not Reported
3/20/2010,Golden Gate National Recreation Area,Fall,Unintentional,Fatal injury,Female,15-24
3/23/2010,Natchez Trace Parkway,Other,Unintentional,Fatal injury,Male,45-54
3/24/2010,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
3/29/2010,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
3/29/2010,Chickamauga & Chattanooga National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
3/31/2010,Glacier National Park,Avalanche,Unintentional,Fatal injury,Male,Not Reported
4/3/2010,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,35-44
4/3/2010,Point Reyes National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
4/9/2010,Castillo De San Marcos National Monument,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,Not Reported
4/13/2010,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
4/16/2010,Amistad National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
4/16/2010,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/26/2010,Zion National Park,Drowning,Unintentional,Fatal injury,Male,25-34
4/26/2010,Zion National Park,Drowning,Unintentional,Fatal injury,Male,25-34
4/27/2010,Zion National Park,Fall,Unintentional,Fatal injury,Female,55-64
4/27/2010,Zion National Park,Fall,Unintentional,Fatal injury,Female,55-64
4/28/2010,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
4/29/2010,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
5/1/2010,Zion National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/2/2010,Everglades National Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
5/7/2010,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
5/8/2010,Channel Islands National Park,Fall,Unintentional,Fatal injury,Male,15-24
5/8/2010,Great Smoky Mountains National Park,Poisoning,Unintentional,Fatal injury,Male,25-34
5/16/2010,Denali National Park & Preserve,Fall,Unintentional,Fatal injury,Male,45-54
5/23/2010,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
5/23/2010,Biscayne National Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
5/23/2010,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
5/23/2010,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/23/2010,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,Not Reported
5/25/2010,Yellowstone National Park,Fall,Unintentional,Fatal injury,Male,25-34
5/25/2010,Yellowstone National Park,Fall,Unintentional,Fatal injury,Male,25-34
5/29/2010,Denali National Park & Preserve,Avalanche,Unintentional,Fatal injury,Male,35-44
5/29/2010,Denali National Park & Preserve,Avalanche,Unintentional,Fatal injury,Male,35-44
5/31/2010,Great Falls,Drowning,Unintentional,Fatal injury,Female,0-14
5/31/2010,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
5/31/2010,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
5/31/2010,Great Falls,Drowning,Unintentional,Fatal injury,Female,35-44
6/3/2010,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
6/4/2010,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Not Reported
6/5/2010,Buffalo National River,Drowning,Unintentional,Fatal injury,Male,0-14
6/5/2010,Buffalo National River,Drowning,Unintentional,Fatal injury,Male,0-14
6/5/2010,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/5/2010,Mount Rainier National Park,Avalanche,Unintentional,Fatal injury,Male,25-34
6/5/2010,Mount Rainier National Park,Avalanche,Unintentional,Fatal injury,Male,55-64
6/5/2010,Mount Rainier National Park,Avalanche,Unintentional,Fatal injury,Male,55-64
6/7/2010,Denali National Park & Preserve,Fall,Unintentional,Fatal injury,Male,25-34
6/12/2010,New River Gorge National River,Rockfall,Unintentional,Fatal injury,Female,25-34
6/18/2010,Glacier National Park,Fall,Unintentional,Fatal injury,Female,55-64
6/18/2010,Glacier National Park,Drowning,Unintentional,Fatal injury,Female,Not Reported
6/21/2010,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/23/2010,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
6/24/2010,Cape Cod National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
6/27/2010,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/27/2010,Great Sand Dunes National Park & Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65+
6/28/2010,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/1/2010,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,55-64
7/2/2010,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,35-44
7/2/2010,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
7/3/2010,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Female,0-14
7/4/2010,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,0-14
7/4/2010,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,35-44
7/7/2010,Glen Canyon National Recreation Area,Fall,Unintentional,Fatal injury,Male,15-24
7/7/2010,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Female,55-64
7/7/2010,Olympic National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Not Reported,Not Reported
7/7/2010,Olympic National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Not Reported,Not Reported
